Country,Crop,Year,Yield_tonnes_per_ha
Australia,"Broad beans and horse beans, dry",1988,1.2435999999999998
Australia,Cabbages,1988,36.4335
Australia,Canary seed,1988,0.7263
Australia,Cantaloupes and other melons,1988,14.8399
Australia,Carrots and turnips,1988,31.2737
Australia,Cauliflowers and broccoli,1988,13.5894
Australia,Cherries,1988,2.985
Australia,"Chick peas, dry",1988,1.2728
Australia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1988,13.391200000000001
Australia,"Cow peas, dry",1988,0.292
Australia,Cucumbers and gherkins,1988,14.3135
Australia,Currants,1988,3.5514
Australia,Figs,1988,2.7714000000000003
Australia,Grapes,1988,14.886
Australia,Green corn (maize),1988,12.5329
Australia,"Groundnuts, excluding shelled",1988,1.2179
Australia,"Hen eggs in shell, fresh",1988,0.24
Australia,Hop cones,1988,1.877
Australia,Kiwi fruit,1988,6.565300000000001
Australia,Lemons and limes,1988,22.4695
Australia,"Lentils, dry",1988,0.5
Australia,Lettuce and chicory,1988,22.1605
Australia,Linseed,1988,1.0
Australia,Lupins,1988,1.0912
Australia,Maize (corn),1988,3.7481999999999998
Australia,"Mangoes, guavas and mangosteens",1988,2.6888
Australia,Millet,1988,1.2922
Australia,Mustard seed,1988,0.6802999999999999
Australia,Oats,1988,1.4037
Australia,Olives,1988,1.4925
Australia,"Onions and shallots, dry (excluding dehydrated)",1988,36.0466
Australia,Oranges,1988,19.8721
Australia,"Other beans, green",1988,5.0908
Australia,Other berries and fruits of the genus vaccinium n.e.c.,1988,2.0
Australia,"Other citrus fruit, n.e.c.",1988,1.6667
Australia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1988,1.5495999999999999
Australia,"Other tropical fruits, n.e.c.",1988,7.88
Australia,"Other vegetables, fresh n.e.c.",1988,33.1097
Australia,Papayas,1988,12.7074
Australia,Peaches and nectarines,1988,8.1632
Australia,Pears,1988,28.477
Australia,"Peas, dry",1988,1.1334000000000002
Australia,"Peas, green",1988,8.678
Australia,Persimmons,1988,7.6667
Australia,Pineapples,1988,38.9007
Australia,Plums and sloes,1988,8.8813
Australia,Pomelos and grapefruits,1988,34.915800000000004
Australia,Potatoes,1988,27.147
Australia,"Pumpkins, squash and gourds",1988,11.1097
Australia,Quinces,1988,14.125
Australia,Rape or colza seed,1988,1.3573
Australia,Raspberries,1988,3.4698
Australia,Rice,1988,7.2201
Australia,Rye,1988,0.4918
Australia,Safflower seed,1988,0.6557999999999999
Australia,"Seed cotton, unginned",1988,2.8781999999999996
Australia,Sorghum,1988,2.1915999999999998
Australia,Soya beans,1988,1.5868
Australia,Spinach,1988,13.3895
Australia,Strawberries,1988,11.5308
Australia,Sugar cane,1988,85.634
Australia,Sunflower seed,1988,1.0791
Australia,Sweet potatoes,1988,11.7261
Australia,"Tangerines, mandarins, clementines",1988,17.6639
Australia,Tomatoes,1988,33.8263
Australia,Triticale,1988,1.6864000000000001
Australia,Unmanufactured tobacco,1988,2.4966
Australia,Vetches,1988,0.3658
Australia,Watermelons,1988,15.7141
Australia,Wheat,1988,1.5787
Australia,"Cereals, primary",1988,1.6294000000000002
Australia,"Citrus Fruit, Total",1988,20.3142
Australia,"Fibre Crops, Fibre Equivalent",1988,1.0074
Australia,Fruit Primary,1988,16.2266
Australia,"Oilcrops, Cake Equivalent",1988,0.739
Australia,"Oilcrops, Oil Equivalent",1988,0.3547
Australia,"Pulses, Total",1988,1.0928
Australia,"Roots and Tubers, Total",1988,26.9987
Australia,Sugar Crops Primary,1988,85.634
Australia,"Treenuts, Total",1988,1.7325
Australia,Vegetables Primary,1988,18.7652
Brazil,Apples,1988,19.4177
Brazil,Avocados,1988,6.5136
Brazil,Bananas,1988,11.497200000000001
Brazil,Barley,1988,1.231
Brazil,"Beans, dry",1988,0.48619999999999997
Brazil,"Broad beans and horse beans, dry",1988,0.3082
Brazil,Buckwheat,1988,1.037
Brazil,Cantaloupes and other melons,1988,5.099399999999999
Brazil,"Cashew nuts, in shell",1988,0.2852
Brazil,Cashewapple,1988,2.4498
Brazil,"Cassava, fresh",1988,12.299700000000001
Brazil,Castor oil seeds,1988,0.5304
Brazil,Cocoa beans,1988,0.5612999999999999
Brazil,"Coconuts, in shell",1988,2.2754000000000003
Brazil,"Coffee, green",1988,0.4567
Brazil,"Eggs from other birds in shell, fresh, n.e.c.",1988,0.068
Brazil,Figs,1988,7.4047
Brazil,Grapes,1988,13.2851
Brazil,Green garlic,1988,3.9532
Brazil,"Groundnuts, excluding shelled",1988,1.6856
Brazil,"Hen eggs in shell, fresh",1988,0.132
Brazil,"Jute, raw or retted",1988,1.1863
Brazil,"Kenaf, and other textile bast fibres, raw or retted",1988,1.1208
Brazil,Lemons and limes,1988,11.3091
Brazil,Linseed,1988,0.6296
Brazil,Maize (corn),1988,1.8775
Brazil,"Mangoes, guavas and mangosteens",1988,12.7313
Brazil,Maté leaves,1988,25.6844
Brazil,Natural rubber in primary forms,1988,0.6583
Brazil,Oats,1988,1.1378
Brazil,Oil palm fruit,1988,10.952399999999999
Brazil,Olives,1988,0.275
Brazil,"Onions and shallots, dry (excluding dehydrated)",1988,10.9629
Brazil,Oranges,1988,18.7119
Brazil,"Other tropical fruits, n.e.c.",1988,7.3078
Brazil,"Other vegetables, fresh n.e.c.",1988,11.6071
Brazil,Papayas,1988,39.0025
Brazil,Peaches and nectarines,1988,5.6541999999999994
Brazil,Pears,1988,7.777399999999999
Brazil,"Peas, dry",1988,1.4013
Brazil,"Pepper (Piper spp.), raw",1988,2.4953000000000003
Brazil,Persimmons,1988,12.0255
Brazil,Pineapples,1988,33.318400000000004
Brazil,Pomelos and grapefruits,1988,18.1132
Brazil,Potatoes,1988,13.2735
Brazil,Quinces,1988,2.6311
Brazil,"Ramie, raw or retted",1988,2.3352
Brazil,Rape or colza seed,1988,0.8332999999999999
Brazil,Rice,1988,1.9806
Brazil,Rye,1988,1.041
Brazil,"Seed cotton, unginned",1988,0.9912000000000001
Brazil,Sesame seed,1988,0.5714
Brazil,"Sisal, raw",1988,0.6934
Brazil,Sorghum,1988,1.5181
Brazil,Soya beans,1988,1.7124000000000001
Brazil,Strawberries,1988,7.0968
Brazil,Sugar cane,1988,62.7959
Brazil,Sunflower seed,1988,1.2273
Brazil,Sweet potatoes,1988,9.918
Brazil,"Tangerines, mandarins, clementines",1988,13.7957
Brazil,Tea leaves,1988,1.8395
Brazil,Tomatoes,1988,38.4284
Brazil,Tung nuts,1988,1.8518
Brazil,Unmanufactured tobacco,1988,1.534
Brazil,"Walnuts, in shell",1988,2.1686
Brazil,Watermelons,1988,6.423
Brazil,Wheat,1988,1.6528
Brazil,Yams,1988,9.0909
Brazil,"Cereals, primary",1988,1.8588
Brazil,"Citrus Fruit, Total",1988,18.1277
Brazil,"Fibre Crops, Fibre Equivalent",1988,0.4294
Brazil,Fruit Primary,1988,12.8591
Brazil,"Oilcrops, Cake Equivalent",1988,1.1288
Brazil,"Oilcrops, Oil Equivalent",1988,0.2724
Brazil,"Pulses, Total",1988,0.4848
Brazil,"Roots and Tubers, Total",1988,12.2676
Brazil,Sugar Crops Primary,1988,62.7959
Brazil,"Treenuts, Total",1988,0.3542
Brazil,Vegetables Primary,1988,16.4739
India,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1988,0.5441
India,Apples,1988,5.3776
India,Apricots,1988,2.9
India,Areca nuts,1988,1.1345999999999998
India,Bananas,1988,11.9798
India,Barley,1988,1.3799000000000001
India,"Beans, dry",1988,0.4283
India,Cabbages,1988,14.422
India,Cantaloupes and other melons,1988,20.339
India,Carrots and turnips,1988,13.9487
India,"Cashew nuts, in shell",1988,0.4935
India,"Cassava, fresh",1988,20.1807
India,Castor oil seeds,1988,0.6582
India,Cauliflowers and broccoli,1988,13.6364
India,Cherries,1988,1.6
India,"Chick peas, dry",1988,0.6287
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1988,0.8447
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1988,8.8085
India,Cocoa beans,1988,0.3
India,"Coconuts, in shell",1988,4.4518
India,"Coffee, green",1988,0.5628
India,Cucumbers and gherkins,1988,6.3333
India,Eggplants (aubergines),1988,10.0
India,Figs,1988,2.2727
India,"Ginger, raw",1988,2.9231
India,Grapes,1988,19.492099999999997
India,Green garlic,1988,3.6635999999999997
India,"Groundnuts, excluding shelled",1988,1.1324
India,"Hen eggs in shell, fresh",1988,0.198
India,"Jute, raw or retted",1988,1.7482
India,"Kenaf, and other textile bast fibres, raw or retted",1988,0.8131
India,Lemons and limes,1988,10.1695
India,"Lentils, dry",1988,0.6347
India,Lettuce and chicory,1988,6.4673
India,Linseed,1988,0.3418
India,Maize (corn),1988,1.3955
India,"Mangoes, guavas and mangosteens",1988,9.304
India,Millet,1988,0.6637000000000001
India,Natural rubber in primary forms,1988,0.9442
India,"Nutmeg, mace, cardamoms, raw",1988,0.0723
India,Okra,1988,6.204
India,"Onions and shallots, dry (excluding dehydrated)",1988,10.6196
India,Oranges,1988,11.6667
India,"Other beans, green",1988,2.7899000000000003
India,Other berries and fruits of the genus vaccinium n.e.c.,1988,3.6364
India,"Other citrus fruit, n.e.c.",1988,10.526299999999999
India,"Other fruits, n.e.c.",1988,7.303
India,"Other oil seeds, n.e.c.",1988,0.29410000000000003
India,Other pulses n.e.c.,1988,0.39089999999999997
India,"Other stimulant, spice and aromatic crops, n.e.c.",1988,1.0608
India,Other stone fruits,1988,5.0
India,"Other tropical fruits, n.e.c.",1988,7.625
India,"Other vegetables, fresh n.e.c.",1988,9.506200000000002
India,Papayas,1988,10.8949
India,Peaches and nectarines,1988,4.2969
India,Pears,1988,3.6795999999999998
India,"Peas, dry",1988,0.8747999999999999
India,"Peas, green",1988,12.5185
India,"Pepper (Piper spp.), raw",1988,0.3207
India,"Pigeon peas, dry",1988,0.6847000000000001
India,Pineapples,1988,15.8177
India,Plums and sloes,1988,2.3375
India,Pomelos and grapefruits,1988,13.2727
India,Potatoes,1988,15.869399999999999
India,"Pumpkins, squash and gourds",1988,9.6552
India,Rape or colza seed,1988,0.7479
India,Rice,1988,2.5486
India,Safflower seed,1988,0.43939999999999996
India,"Seed cotton, unginned",1988,0.6326
India,Sesame seed,1988,0.2785
India,Sorghum,1988,0.6966
India,Soya beans,1988,0.8922
India,Sugar cane,1988,60.0064
India,Sunflower seed,1988,0.3353
India,Sweet potatoes,1988,7.7581999999999995
India,Tea leaves,1988,1.628
India,Tomatoes,1988,13.1621
India,Unmanufactured tobacco,1988,1.1553
India,"Walnuts, in shell",1988,0.9091
India,Watermelons,1988,12.5806
India,Wheat,1988,2.0019
India,"Cereals, primary",1988,1.7758
India,"Citrus Fruit, Total",1988,11.201
India,"Fibre Crops, Fibre Equivalent",1988,0.36960000000000004
India,Fruit Primary,1988,9.4415
India,"Oilcrops, Cake Equivalent",1988,0.3376
India,"Oilcrops, Oil Equivalent",1988,0.22019999999999998
India,"Pulses, Total",1988,0.535
India,"Roots and Tubers, Total",1988,15.7495
India,Sugar Crops Primary,1988,60.0064
India,"Treenuts, Total",1988,0.5101
India,Vegetables Primary,1988,9.6356
Nigeria,Carrots and turnips,1988,7.5
Nigeria,"Cashew nuts, in shell",1988,0.625
Nigeria,"Cassava, fresh",1988,11.461799999999998
Nigeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1988,1.548
Nigeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1988,9.2857
Nigeria,Cocoa beans,1988,0.3614
Nigeria,"Coconuts, in shell",1988,3.0856999999999997
Nigeria,"Coffee, green",1988,0.5233
Nigeria,"Cow peas, dry",1988,0.5752
Nigeria,Fonio,1988,0.566
Nigeria,"Ginger, raw",1988,0.5
Nigeria,Green corn (maize),1988,3.3333000000000004
Nigeria,"Groundnuts, excluding shelled",1988,1.4370999999999998
Nigeria,"Hen eggs in shell, fresh",1988,0.105
Nigeria,Karite nuts (sheanuts),1988,1.3457000000000001
Nigeria,"Kenaf, and other textile bast fibres, raw or retted",1988,0.85
Nigeria,Kola nuts,1988,1.0357
Nigeria,Maize (corn),1988,1.6401
Nigeria,"Mangoes, guavas and mangosteens",1988,5.0
Nigeria,Melonseed,1988,0.8929
Nigeria,Millet,1988,1.1083
Nigeria,Natural rubber in primary forms,1988,0.6192000000000001
Nigeria,Oil palm fruit,1988,2.6666999999999996
Nigeria,Okra,1988,2.04
Nigeria,"Onions and shallots, green",1988,11.5
Nigeria,"Other citrus fruit, n.e.c.",1988,3.5088000000000004
Nigeria,"Other fruits, n.e.c.",1988,6.6667
Nigeria,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1988,2.0
Nigeria,Other pulses n.e.c.,1988,0.4167
Nigeria,"Other stimulant, spice and aromatic crops, n.e.c.",1988,1.3333
Nigeria,"Other vegetables, fresh n.e.c.",1988,4.9236
Nigeria,Papayas,1988,7.2726999999999995
Nigeria,Pineapples,1988,7.368399999999999
Nigeria,Plantains and cooking bananas,1988,7.5169
Nigeria,Potatoes,1988,6.027399999999999
Nigeria,Rice,1988,1.999
Nigeria,"Seed cotton, unginned",1988,0.5111
Nigeria,Sesame seed,1988,0.4
Nigeria,Sorghum,1988,1.085
Nigeria,Soya beans,1988,0.3394
Nigeria,Sugar cane,1988,40.0
Nigeria,Sweet potatoes,1988,7.3333
Nigeria,Taro,1988,5.0
Nigeria,Tomatoes,1988,10.0
Nigeria,Unmanufactured tobacco,1988,0.4762
Nigeria,Wheat,1988,1.25
Nigeria,Yams,1988,9.7668
Nigeria,"Cereals, primary",1988,1.3055
Nigeria,"Citrus Fruit, Total",1988,3.5088000000000004
Nigeria,"Fibre Crops, Fibre Equivalent",1988,0.18080000000000002
Nigeria,Fruit Primary,1988,5.1303
Nigeria,"Oilcrops, Cake Equivalent",1988,0.225
Nigeria,"Oilcrops, Oil Equivalent",1988,0.42019999999999996
Nigeria,"Pulses, Total",1988,0.5638
Nigeria,"Roots and Tubers, Total",1988,10.4306
Nigeria,Sugar Crops Primary,1988,40.0
Nigeria,"Treenuts, Total",1988,0.6284
Nigeria,Vegetables Primary,1988,4.5628
South Africa,Apples,1988,26.2911
South Africa,Apricots,1988,11.278
South Africa,Avocados,1988,7.6328000000000005
South Africa,Bananas,1988,14.1259
South Africa,Barley,1988,1.575
South Africa,"Beans, dry",1988,1.2597
South Africa,Buckwheat,1988,0.142
South Africa,Cabbages,1988,40.094199999999994
South Africa,Cantaloupes and other melons,1988,14.622200000000001
South Africa,Carrots and turnips,1988,29.666700000000002
South Africa,Castor oil seeds,1988,0.625
South Africa,Cauliflowers and broccoli,1988,25.3536
South Africa,Cereals n.e.c.,1988,0.6023999999999999
South Africa,Cherries,1988,3.622
South Africa,Chicory roots,1988,1.7005
South Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1988,1.2069
South Africa,"Cow peas, dry",1988,0.4
South Africa,Cucumbers and gherkins,1988,14.985299999999999
South Africa,Figs,1988,2.1226
South Africa,Grapes,1988,13.024700000000001
South Africa,Green corn (maize),1988,9.14
South Africa,"Groundnuts, excluding shelled",1988,1.1307
South Africa,"Hen eggs in shell, fresh",1988,0.207
South Africa,Hop cones,1988,0.6957000000000001
South Africa,"Kenaf, and other textile bast fibres, raw or retted",1988,1.0909
South Africa,Lemons and limes,1988,21.473200000000002
South Africa,Lettuce and chicory,1988,15.002600000000001
South Africa,Lupins,1988,0.35
South Africa,Maize (corn),1988,1.6195
South Africa,"Mangoes, guavas and mangosteens",1988,9.7235
South Africa,Millet,1988,0.6818
South Africa,Oats,1988,1.2286
South Africa,"Onions and shallots, dry (excluding dehydrated)",1988,18.375700000000002
South Africa,Oranges,1988,20.0974
South Africa,"Other beans, green",1988,4.8898
South Africa,Other berries and fruits of the genus vaccinium n.e.c.,1988,6.9581
South Africa,"Other citrus fruit, n.e.c.",1988,19.1176
South Africa,"Other fibre crops, raw, n.e.c.",1988,1.2308
South Africa,"Other fruits, n.e.c.",1988,11.6667
South Africa,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1988,2.7778
South Africa,"Other oil seeds, n.e.c.",1988,1.2222
South Africa,"Other vegetables, fresh n.e.c.",1988,14.4444
South Africa,Papayas,1988,10.941
South Africa,Peaches and nectarines,1988,12.397
South Africa,Pears,1988,22.0307
South Africa,"Peas, dry",1988,1.52
South Africa,"Peas, green",1988,6.573300000000001
South Africa,Pineapples,1988,33.541599999999995
South Africa,Plums and sloes,1988,9.1647
South Africa,Pomelos and grapefruits,1988,29.2096
South Africa,Potatoes,1988,16.4
South Africa,"Pumpkins, squash and gourds",1988,14.7516
South Africa,Quinces,1988,6.2125
South Africa,Rice,1988,2.3076999999999996
South Africa,Rye,1988,0.055600000000000004
South Africa,"Seed cotton, unginned",1988,1.0772
South Africa,"Sisal, raw",1988,1.0
South Africa,Sorghum,1988,1.9969000000000001
South Africa,Soya beans,1988,1.6325
South Africa,Strawberries,1988,6.7053
South Africa,Sugar cane,1988,71.67
South Africa,Sunflower seed,1988,0.9202
South Africa,Sweet potatoes,1988,3.5606
South Africa,"Tangerines, mandarins, clementines",1988,16.8368
South Africa,Tea leaves,1988,1.8315
South Africa,Tomatoes,1988,27.869
South Africa,Unmanufactured tobacco,1988,1.18
South Africa,Watermelons,1988,12.9384
South Africa,Wheat,1988,1.8019
South Africa,"Cereals, primary",1988,1.6715
South Africa,"Citrus Fruit, Total",1988,20.836
South Africa,"Fibre Crops, Fibre Equivalent",1988,0.4168
South Africa,Fruit Primary,1988,16.2994
South Africa,"Oilcrops, Cake Equivalent",1988,0.4545
South Africa,"Oilcrops, Oil Equivalent",1988,0.31160000000000004
South Africa,"Pulses, Total",1988,1.0367
South Africa,"Roots and Tubers, Total",1988,13.800600000000001
South Africa,Sugar Crops Primary,1988,71.67
South Africa,"Treenuts, Total",1988,2.7778
South Africa,Vegetables Primary,1988,16.4375
Australia,"Almonds, in shell",1989,1.7241
Australia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,1.1319000000000001
Australia,Apples,1989,16.3451
Australia,Apricots,1989,10.2739
Australia,Asparagus,1989,3.1844
Australia,Avocados,1989,3.6819
Australia,Bananas,1989,24.652099999999997
Australia,Barley,1989,1.7508
Australia,"Beans, dry",1989,0.5846
Australia,"Broad beans and horse beans, dry",1989,1.6113
Australia,Cabbages,1989,31.9829
Australia,Canary seed,1989,0.7529
Australia,Cantaloupes and other melons,1989,16.6688
Australia,Carrots and turnips,1989,32.593599999999995
Australia,Cauliflowers and broccoli,1989,14.0676
Australia,Cherries,1989,2.5201
Australia,"Chick peas, dry",1989,1.175
Australia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1989,14.8959
Australia,"Cow peas, dry",1989,0.5428999999999999
Australia,Cucumbers and gherkins,1989,11.6789
Australia,Currants,1989,4.1485
Australia,Figs,1989,3.65
Australia,Grapes,1989,15.978200000000001
Australia,Green corn (maize),1989,12.6015
Australia,"Groundnuts, excluding shelled",1989,1.4775999999999998
Australia,"Hen eggs in shell, fresh",1989,0.249
Australia,Hop cones,1989,2.0628
Australia,Kiwi fruit,1989,8.5816
Australia,Lemons and limes,1989,21.876099999999997
Australia,"Lentils, dry",1989,1.3333
Australia,Lettuce and chicory,1989,22.197
Australia,Linseed,1989,1.0102
Australia,Lupins,1989,0.9529
Australia,Maize (corn),1989,4.1909
Australia,"Mangoes, guavas and mangosteens",1989,1.7475999999999998
Australia,Millet,1989,0.7962
Australia,Mustard seed,1989,0.87
Australia,Oats,1989,1.5067000000000002
Australia,Olives,1989,1.3075
Australia,"Onions and shallots, dry (excluding dehydrated)",1989,36.435900000000004
Australia,Oranges,1989,16.0341
Australia,"Other beans, green",1989,5.240399999999999
Australia,Other berries and fruits of the genus vaccinium n.e.c.,1989,1.2639
Australia,"Other citrus fruit, n.e.c.",1989,5.9666999999999994
Australia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1989,1.4902
Australia,"Other tropical fruits, n.e.c.",1989,6.77
Australia,"Other vegetables, fresh n.e.c.",1989,32.7536
Australia,Papayas,1989,13.8937
Australia,Peaches and nectarines,1989,8.2651
Australia,Pears,1989,21.8982
Australia,"Peas, dry",1989,1.1793
Australia,"Peas, green",1989,8.3898
Australia,Persimmons,1989,7.7333
Australia,Pineapples,1989,37.8251
Australia,Plums and sloes,1989,6.5009
Australia,Pomelos and grapefruits,1989,31.4344
Australia,Potatoes,1989,27.8547
Australia,"Pumpkins, squash and gourds",1989,11.8128
Australia,Quinces,1989,14.6
Australia,Rape or colza seed,1989,1.5713
Australia,Raspberries,1989,3.1265
Australia,Rice,1989,8.299
Australia,Rye,1989,0.5646
Australia,Safflower seed,1989,0.6356
Australia,"Seed cotton, unginned",1989,3.6698000000000004
Australia,Sorghum,1989,1.9904000000000002
Australia,Soya beans,1989,1.8315
Australia,Spinach,1989,16.1818
Australia,Strawberries,1989,12.358600000000001
Australia,Sugar cane,1989,86.0714
Australia,Sunflower seed,1989,0.9287000000000001
Australia,Sweet potatoes,1989,13.5731
Australia,"Tangerines, mandarins, clementines",1989,15.9101
Australia,Tomatoes,1989,34.8597
Australia,Triticale,1989,1.6715
Australia,Unmanufactured tobacco,1989,2.4879000000000002
Australia,Vetches,1989,0.7655
Australia,Watermelons,1989,15.8204
Australia,Wheat,1989,1.5787
Australia,"Cereals, primary",1989,1.6764000000000001
Australia,"Citrus Fruit, Total",1989,16.7976
Australia,"Fibre Crops, Fibre Equivalent",1989,1.2844
Australia,Fruit Primary,1989,15.907399999999999
Australia,"Oilcrops, Cake Equivalent",1989,0.8716
Australia,"Oilcrops, Oil Equivalent",1989,0.3827
Australia,"Pulses, Total",1989,1.0383
Australia,"Roots and Tubers, Total",1989,27.6955
Australia,Sugar Crops Primary,1989,86.0714
Australia,"Treenuts, Total",1989,1.59
Australia,Vegetables Primary,1989,18.948700000000002
Brazil,Apples,1989,22.8933
Brazil,Avocados,1989,6.6017
Brazil,Bananas,1989,11.851700000000001
Brazil,Barley,1989,2.1903
Brazil,"Beans, dry",1989,0.446
Brazil,"Broad beans and horse beans, dry",1989,0.2934
Brazil,Buckwheat,1989,1.0475999999999999
Brazil,Cantaloupes and other melons,1989,5.4518
Brazil,"Cashew nuts, in shell",1989,0.26439999999999997
Brazil,Cashewapple,1989,2.4275
Brazil,"Cassava, fresh",1989,12.5613
Brazil,Castor oil seeds,1989,0.4768
Brazil,Cocoa beans,1989,0.5946
Brazil,"Coconuts, in shell",1989,2.1665
Brazil,"Coffee, green",1989,0.5038
Brazil,"Eggs from other birds in shell, fresh, n.e.c.",1989,0.068
Brazil,Figs,1989,7.3934
Brazil,Grapes,1989,11.966700000000001
Brazil,Green garlic,1989,4.4141
Brazil,"Groundnuts, excluding shelled",1989,1.7729000000000001
Brazil,"Hen eggs in shell, fresh",1989,0.132
Brazil,"Jute, raw or retted",1989,1.1697
Brazil,"Kenaf, and other textile bast fibres, raw or retted",1989,0.9843999999999999
Brazil,Lemons and limes,1989,10.9207
Brazil,Linseed,1989,0.6333
Brazil,Maize (corn),1989,2.0582
Brazil,"Mangoes, guavas and mangosteens",1989,11.982899999999999
Brazil,Maté leaves,1989,22.7283
Brazil,Natural rubber in primary forms,1989,0.6131
Brazil,Oats,1989,1.1696
Brazil,Oil palm fruit,1989,10.72
Brazil,Olives,1989,0.725
Brazil,"Onions and shallots, dry (excluding dehydrated)",1989,10.8457
Brazil,Oranges,1989,20.1891
Brazil,"Other tropical fruits, n.e.c.",1989,7.4978
Brazil,"Other vegetables, fresh n.e.c.",1989,10.9195
Brazil,Papayas,1989,33.2285
Brazil,Peaches and nectarines,1989,4.62
Brazil,Pears,1989,7.7461
Brazil,"Peas, dry",1989,1.2478
Brazil,"Pepper (Piper spp.), raw",1989,2.2683
Brazil,Persimmons,1989,11.8602
Brazil,Pineapples,1989,33.4259
Brazil,Pomelos and grapefruits,1989,18.867900000000002
Brazil,Potatoes,1989,13.5867
Brazil,Quinces,1989,2.6154
Brazil,"Ramie, raw or retted",1989,1.1448
Brazil,Rape or colza seed,1989,0.8332999999999999
Brazil,Rice,1989,2.0993000000000004
Brazil,Rye,1989,1.0397
Brazil,"Seed cotton, unginned",1989,0.8732000000000001
Brazil,Sesame seed,1989,0.6
Brazil,"Sisal, raw",1989,0.8171
Brazil,Sorghum,1989,1.464
Brazil,Soya beans,1989,1.9714
Brazil,Strawberries,1989,6.4516
Brazil,Sugar cane,1989,62.022800000000004
Brazil,Sunflower seed,1989,1.3043
Brazil,Sweet potatoes,1989,10.1846
Brazil,"Tangerines, mandarins, clementines",1989,13.8773
Brazil,Tea leaves,1989,1.8197999999999999
Brazil,Tomatoes,1989,33.8348
Brazil,Tung nuts,1989,1.8454000000000002
Brazil,Unmanufactured tobacco,1989,1.5466
Brazil,"Walnuts, in shell",1989,2.2616
Brazil,Watermelons,1989,6.704
Brazil,Wheat,1989,1.6925
Brazil,Yams,1989,9.1304
Brazil,"Cereals, primary",1989,1.9997
Brazil,"Citrus Fruit, Total",1989,19.516
Brazil,"Fibre Crops, Fibre Equivalent",1989,0.4065
Brazil,Fruit Primary,1989,13.193700000000002
Brazil,"Oilcrops, Cake Equivalent",1989,1.3433
Brazil,"Oilcrops, Oil Equivalent",1989,0.31789999999999996
Brazil,"Pulses, Total",1989,0.4445
Brazil,"Roots and Tubers, Total",1989,12.524899999999999
Brazil,Sugar Crops Primary,1989,62.022800000000004
Brazil,"Treenuts, Total",1989,0.3175
Brazil,Vegetables Primary,1989,15.152899999999999
India,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,0.396
India,Apples,1989,5.808
India,Apricots,1989,2.9412
India,Areca nuts,1989,1.2187999999999999
India,Bananas,1989,19.2584
India,Barley,1989,1.5925
India,"Beans, dry",1989,0.4026
India,Cabbages,1989,14.1518
India,Cantaloupes and other melons,1989,20.333299999999998
India,Carrots and turnips,1989,13.9594
India,"Cashew nuts, in shell",1989,0.5183
India,"Cassava, fresh",1989,19.384700000000002
India,Castor oil seeds,1989,0.7363999999999999
India,Cauliflowers and broccoli,1989,13.913
India,Cherries,1989,2.6515
India,"Chick peas, dry",1989,0.7532000000000001
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1989,0.8829
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1989,8.792399999999999
India,Cocoa beans,1989,0.3
India,"Coconuts, in shell",1989,4.7235
India,"Coffee, green",1989,0.9715
India,Cucumbers and gherkins,1989,6.4052
India,Eggplants (aubergines),1989,10.2069
India,Figs,1989,2.25
India,"Ginger, raw",1989,2.8911
India,Grapes,1989,15.0549
India,Green garlic,1989,3.8958000000000004
India,"Groundnuts, excluding shelled",1989,0.9299
India,"Hen eggs in shell, fresh",1989,0.198
India,"Jute, raw or retted",1989,1.8791
India,"Kenaf, and other textile bast fibres, raw or retted",1989,0.8483999999999999
India,Lemons and limes,1989,11.5
India,"Lentils, dry",1989,0.6786
India,Lettuce and chicory,1989,6.4862
India,Linseed,1989,0.3009
India,Maize (corn),1989,1.6316
India,"Mangoes, guavas and mangosteens",1989,9.888399999999999
India,Millet,1989,0.6724
India,Natural rubber in primary forms,1989,0.9741000000000001
India,"Nutmeg, mace, cardamoms, raw",1989,0.0835
India,Okra,1989,6.25
India,"Onions and shallots, dry (excluding dehydrated)",1989,10.1763
India,Oranges,1989,14.6565
India,"Other beans, green",1989,2.7465
India,Other berries and fruits of the genus vaccinium n.e.c.,1989,3.6364
India,"Other citrus fruit, n.e.c.",1989,12.5
India,"Other fruits, n.e.c.",1989,7.5
India,"Other oil seeds, n.e.c.",1989,0.3
India,Other pulses n.e.c.,1989,0.42469999999999997
